"Story","Title","Result","Date","Stability","Duration (s)"
"calcular opción para crédito de vivienda","calcular monto máximo de préstamo de acuerdo a ingresos mensuales","FAILURE","2021-08-01T21:34:46.763-05:00[America/Bogota]","0.0","92.2"
