"Story","Title","Result","Date","Stability","Duration (s)"
"buscar mejor opción de cuota para el crédito de vivienda","calcular el valor de la cuota para el crédito de vivienda de acuerdo con valor del préstamo","SUCCESS","2021-08-01T22:56:02.062-05:00[America/Bogota]","0.0","70.86"
