"Story","Title","Result","Date","Stability","Duration (s)"
"calcular opción para crédito de vivienda","calcular monto máximo de préstamo de acuerdo a ingresos mensuales","FAILURE","2021-08-01T22:18:44.368-05:00[America/Bogota]","0.0","112.03"
